,timestamp,Date,open,close,high,low,BTC Market Cap,Cryto Market Cap,% Market Cap,hashrate,difficulty
0,1313712000,2011-08-18,10.869213,11.65,11.74002159090909,10.802218,79821907.81375676,120884259,0.6603168061257402,14.1823763191464,1805700.83619367
1,1313798400,2011-08-19,11.651622,11.450997999999998,11.656322727272727,10.72,81350255.22824866,129645595,0.6274818302021651,13.0154719385,1805700.83619
2,1313884800,2011-08-20,11.451999999999998,11.323212000000002,11.4992,11.112000000000002,80862641.01070496,129756498,0.6231876033730886,13.0154719385,1805700.83619
3,1313971200,2011-08-21,11.254214666666675,10.940764736842107,11.41934982608696,10.659472105263164,79317427.91547734,129756498,0.6112790429615119,13.0154719384571,1805700.83619367
4,1314057600,2011-08-22,10.859538333333333,10.927407,11.21366,10.782505,78438414.14255421,129756498,0.6045047096027069,15.2595188244,1805700.83619
5,1314230400,2011-08-24,10.863726666666668,9.684139710144926,10.876112,9.219248030303037,73593672.17056713,116448140,0.6319866695214464,11.7588056823302,1805700.83619367
6,1314316800,2011-08-25,9.673289230769232,8.179189444444445,9.819222592592594,7.800634102564099,65065410.69042965,110902990,0.5866876149184945,13.8233288174,1805700.83619
7,1314748800,2011-08-30,8.79,8.22353625,8.79,8.113958823529414,61120700.675944254,88722392,0.6888982510293935,13.9130906928334,1805700.83619367
8,1314921600,2011-09-01,8.285931249999999,8.62278,8.643677391304346,8.224775999999999,60351739.86780447,91162258,0.6620255047632153,14.3165311122,1777774.482
9,1315008000,2011-09-02,8.572489000000001,8.479,8.75,8.415632,61382650.761577144,98481855,0.6232889374553022,14.3165311122368,1777774.48200146
10,1315180800,2011-09-04,8.083485172413795,7.629207142857145,8.1,7.326512222222222,56063581.9170024,98592758,0.5686379309624587,13.6095419215,1777774.482
11,1315353600,2011-09-06,6.862313181818184,7.186077777777778,7.416297551020406,6.622038157894736,50374123.63658517,88722392,0.5677723796782347,12.9909263796,1777774.482
12,1315440000,2011-09-07,7.189731538461539,6.5331220000000005,7.189731538461539,6.5,49831608.3215817,94267542,0.5286189420488093,11.0467061051,1777774.482
13,1315526400,2011-09-08,6.518884545454546,5.05558,6.518884545454546,4.31178380952381,39995486.26106708,82068213,0.4873444272640258,11.046706105121,1777774.48200146
14,1315958400,2011-09-13,5.80995,5.619543333333333,5.846416666666666,5.254638181818182,40944990.67860791,66209085,0.618419521710773,13.2639252302,1755425.32033
15,1316044800,2011-09-14,5.59472,4.805915714285715,5.609,4.521411780821916,37624626.148442194,61329353,0.61348480471402,13.2639252302093,1755425.3203287
16,1316131200,2011-09-15,4.801317272727274,4.811,4.983363636363637,4.582696666666667,35080423.19920768,56893234,0.6166009687409874,10.9950959145,1755425.32033
17,1316217600,2011-09-16,4.824814285714285,4.7647,4.91,4.5,35003384.4005637,53787950,0.6507662850241309,10.7333079166,1755425.32033
18,1316304000,2011-09-17,4.77515,5.238233333333333,5.456285671641789,4.41,35512536.58335128,54009756,0.6575207742718052,10.7333079165509,1755425.3203287
19,1316390400,2011-09-18,5.201324444444445,5.462770769230769,5.616448979591835,4.796566666666667,37738222.521007545,54564271,0.6916288228428369,10.6460452506,1755425.32033
20,1316476800,2011-09-19,5.49721,6.114797272727272,6.661117999999999,5.41702,43247768.24522695,54342465,0.7958374403006369,12.1295105724,1755425.32033
21,1316563200,2011-09-20,6.111876111111113,5.6609356250000005,6.179315897435894,5.087367142857143,42066688.127484344,62771092,0.6701602088981397,12.1295105723624,1755425.3203287
22,1316649600,2011-09-21,5.6901554545454545,5.473564,5.815415333333332,5.097142857142857,40440496.02489096,62771092,0.6442535048600231,13.0893998982,1755425.32033
23,1316736000,2011-09-22,5.4322,5.557576363636364,5.681685238095238,5.1,40584992.1220574,63436510,0.6397734068607716,11.6931972424,1755425.32033
24,1316822400,2011-09-23,5.5597875,5.471526666666667,5.74,5.175000000000002,40247742.37269796,63436510,0.6344570716878649,11.6931972424213,1755425.3203287
25,1316908800,2011-09-24,5.4545200000000005,5.331829999999999,5.644783333333334,5.0,39599351.62897712,62992898,0.6286320027533441,12.3912985703,1755425.32033
26,1316995200,2011-09-25,5.3225275,4.86916,5.595,4.713769999999999,37335518.68739584,67096309,0.5564466845321676,11.9549852404,1755425.32033
27,1317081600,2011-09-26,4.857525714285714,4.709366666666667,5.128708571428572,4.49,35945584.025985405,53233435,0.6752444967337803,11.954985240386,1755425.3203287
28,1317168000,2011-09-27,4.918543333333333,4.7093475,4.95608,4.47,35392596.4121661,54564271,0.6486405071217043,11.6059345764,1755425.32033
29,1317254400,2011-09-28,4.779568333333333,4.7846224999999984,4.796749999999998,4.5,34852457.865815036,53455241,0.6519932791214061,11.2529540121,1689334.4046
30,1317340800,2011-09-29,4.76158,5.149056666666667,5.254366896551724,4.65,36570131.20334827,53455241,0.6841262057605965,11.2529540121156,1689334.4045971
31,1317686400,2011-10-03,5.022917499999998,4.96,5.3,4.771061544421572,36701129.7567147,54009756,0.6795277830308046,10.9170449371,1689334.4046
32,1317772800,2011-10-04,4.9401133333333345,4.8799366666666675,5.368332222222222,4.625,36225002.673261896,55229689,0.6558972778800528,11.5048858184,1689334.4046
33,1317859200,2011-10-05,4.8700125,4.734425,4.898903333333333,4.5165,35080876.4272231,54564271,0.642927611499164,11.504885818357,1689334.4045971
34,1317945600,2011-10-06,4.726191666666667,4.2728,4.768661428571429,3.853918717948718,33599234.13554968,53233435,0.6311678766465039,10.7490903996,1689334.4046
35,1318032000,2011-10-07,4.292655,4.00587,4.43515,3.829404363636362,30181106.8146292,51126278,0.5903247409214729,10.8330676684,1689334.4046
36,1318118400,2011-10-08,4.043545555555555,4.10288,4.347861764705882,4.0,30832743.77807851,44250293,0.6967805564152652,10.83306766838,1689334.4045971
37,1318204800,2011-10-09,4.125434444444443,4.086946666666667,4.1949,4.008486666666666,30578069.35296944,43141263,0.7087893869256782,9.90931771216,1689334.4046
38,1318291200,2011-10-10,4.0608325,3.959153333333333,4.17,3.8528275,29589087.009752423,50017248,0.5915776695621563,8.9015904872,1689334.4046
39,1318377600,2011-10-11,3.9562930769230773,4.15,4.199555,3.815,29866289.04345944,45470226,0.6568317703866139,8.90159048719596,1689334.4045971
40,1318464000,2011-10-12,4.16,4.04615,4.193987272727273,3.981794,30477389.01728765,43584875,0.6992652615680933,7.64193145599,1689334.4046
41,1318550400,2011-10-13,4.037164,3.98794,4.0860475,3.7856,29983267.59622108,44028487,0.6809970007877191,11.1689767434,1689334.4046
42,1318636800,2011-10-14,3.9876,3.848035,4.08,3.766985737704917,29251900.795473605,44915711,0.6512621117246392,11.1689767433685,1689334.4045971
43,1318896000,2011-10-17,2.527567499999999,2.409323333333333,2.876615625,2.3572964233069182,19680132.95063078,43473972,0.45268771279124853,8.24723613284346,1468195.42722083
44,1319155200,2011-10-20,2.360128,2.562545,2.7000843999999997,2.33,19015493.118108112,24842270,0.7654490961618287,7.51739222728209,1468195.42722083
45,1319241600,2011-10-21,2.5866949999999997,3.138733333333333,3.286424814814814,2.5450049999999997,21922302.85844589,25174979,0.8707972649528681,6.86053271228,1468195.42722
46,1319500800,2011-10-24,2.5165223076923082,2.773611666666667,2.991972716049383,2.464020909090909,20513676.071930755,32383673,0.633457362045706,9.4879707723,1468195.42722
47,1319587200,2011-10-25,2.728646153846154,2.7730099999999993,2.838217555555555,2.66403,20656125.281251352,30165613,0.6847573520634689,7.95529857062,1468195.42722
48,1319673600,2011-10-26,2.773,3.040114210526316,3.060018,2.702,21577237.475534294,29832904,0.7232697653414597,7.95529857061891,1468195.42722083
49,1319846400,2011-10-28,3.19427125,3.56826,3.7809749999999998,3.13653,26597904.049307432,46579256,0.5710246649132273,8.68514247618,1468195.42722
50,1319932800,2011-10-29,3.61556125,3.2624975,3.646936,3.203078571428572,26210607.995702084,43806681,0.5983244426963569,8.68514247618028,1468195.42722083
51,1320019200,2011-10-30,3.271002,3.243748333333333,3.301144999999999,3.07861,24057470.64336643,38816047,0.6197815723833606,9.99886150619,1468195.42722
52,1320105600,2011-10-31,3.303290833333333,3.163761999999999,3.350438333333333,3.079724516129031,24335303.477864463,36597987,0.6649355735839915,8.73436486,1203461.92638
53,1320192000,2011-11-01,3.181503333333333,3.253693333333333,3.298858333333333,3.150625,24389137.927767277,36930696,0.6604028780764727,8.73436486000387,1203461.92637997
54,1320451200,2011-11-04,3.1242725,2.972505,3.151142907462976,2.905393333333333,23146654.785142925,39370561,0.5879178299019647,8.55489160945584,1203461.92637997
55,1320537600,2011-11-05,2.9700100000000003,2.959772,2.9999000000000002,2.9,22526626.04357912,33825412,0.6659675288974787,8.8540136937,1203461.92638
56,1320624000,2011-11-06,2.956696666666666,3.006116666666666,3.0289759999999992,2.8767175,22700500.71141389,32716382,0.6938573070645125,7.83699860726,1203461.92638
57,1320796800,2011-11-08,3.056386,2.948212857142856,3.158613333333333,2.832,22839214.335136414,34158121,0.6686320460992692,10.1103264475,1203461.92638
58,1320883200,2011-11-09,2.9227309999999997,2.847718846153846,3.066435,2.8015,22098459.85707338,36542603,0.6047314105421933,8.67454044315,1203461.92638
59,1320969600,2011-11-10,2.864945714285713,3.073526923076923,3.3,2.73,22228050.100274052,36555756,0.6080588266393411,8.67454044315452,1203461.92637997
60,1321056000,2011-11-11,3.054200666666666,3.03099,3.10986,2.824,23255864.077091135,36572209,0.6358889635868354,8.07629627466,1203461.92638
61,1321142400,2011-11-12,3.020965,2.99599,3.08427,2.886,22910888.087340917,36186510,0.6331333993618318,8.79418927685,1203461.92638
62,1321228800,2011-11-13,2.99573,2.142239487179486,2.99573,2.142239487179486,19217744.12112684,37088236,0.5181627975276808,8.79418927685321,1203461.92637997
63,1321315200,2011-11-14,2.246567567567568,2.324486197288458,2.5,2.211421785714285,17703591.528495934,27454491,0.6448340830101689,10.2553335513,1192497.75009
64,1321401600,2011-11-15,2.3243674,2.567874444444445,2.755,2.312004545454546,18541617.458330665,27809851,0.6667283998871718,7.88415816373,1192497.75009
65,1321488000,2011-11-16,2.567858888888889,2.25,2.5775,2.092667586206897,17559756.816530105,32979720,0.5324410521535691,7.88415816372673,1192497.75008948
